,Predected_Price
351,4014.8377833963377
352,4010.3890445666884
353,4003.3323182089125
354,4003.3323182089125
355,4003.3323182089125
356,4014.8377833963377
357,4003.3323182089125
358,4021.894509754113
359,4014.8377833963377
360,4003.3323182089125
361,4003.3323182089125
362,4014.8377833963377
363,4003.3323182089125
364,4003.3323182089125
365,4014.8377833963377
366,4003.3323182089125
367,4014.8377833963377
368,4014.8377833963377
369,4021.894509754113
370,4014.8377833963377
371,4021.894509754113
372,4021.894509754113
373,4014.8377833963377
374,4014.8377833963377
375,4021.894509754113
376,4014.8377833963377
377,4014.8377833963377
378,4014.8377833963377
379,4014.8377833963377
380,4021.894509754113
381,4014.8377833963377
382,4014.8377833963377
383,4010.3890445666884
384,4003.3323182089125
385,4010.3890445666884
386,4014.8377833963377
387,4021.894509754113
388,4021.894509754113
389,4003.3323182089125
390,4010.3890445666884
391,4014.8377833963377
392,4014.8377833963377
393,4010.3890445666884
394,4014.8377833963377
395,4021.894509754113
396,4010.3890445666884
397,4014.8377833963377
398,4014.8377833963377
399,4014.8377833963377
400,4021.894509754113
401,4014.8377833963377
402,4003.3323182089125
403,4010.3890445666884
404,4021.894509754113
405,4014.8377833963377
406,4021.894509754113
407,4014.8377833963377
408,4003.3323182089125
409,4003.3323182089125
410,4010.3890445666884
411,4014.8377833963377
412,4014.8377833963377
413,4014.8377833963377
414,4021.894509754113
415,4021.894509754113
416,4021.894509754113
417,4003.3323182089125
418,4021.894509754113
419,4003.3323182089125
420,4021.894509754113
421,4003.3323182089125
422,4010.3890445666884
423,4014.8377833963377
424,4014.8377833963377
425,4014.8377833963377
426,4003.3323182089125
427,4021.894509754113
428,4014.8377833963377
429,4003.3323182089125
430,4003.3323182089125
431,4010.3890445666884
432,4014.8377833963377
433,4014.8377833963377
434,4014.8377833963377
435,4003.3323182089125
436,4014.8377833963377
437,4003.3323182089125
438,4014.8377833963377
439,4014.8377833963377
440,4003.3323182089125
441,4021.894509754113
442,4021.894509754113
443,4014.8377833963377
444,4014.8377833963377
445,4014.8377833963377
446,4014.8377833963377
447,4021.894509754113
448,4014.8377833963377
449,4014.8377833963377
450,4014.8377833963377
451,4014.8377833963377
452,4010.3890445666884
453,4003.3323182089125
454,4014.8377833963377
455,4003.3323182089125
456,4014.8377833963377
457,4014.8377833963377
458,4021.894509754113
459,4021.894509754113
460,4014.8377833963377
461,4014.8377833963377
462,4021.894509754113
463,4003.3323182089125
464,4014.8377833963377
465,4021.894509754113
466,4014.8377833963377
467,4014.8377833963377
468,4014.8377833963377
469,4014.8377833963377
470,4021.894509754113
471,4014.8377833963377
472,4014.8377833963377
473,4003.3323182089125
474,4010.3890445666884
475,4014.8377833963377
476,4010.3890445666884
477,4021.894509754113
478,4010.3890445666884
479,4014.8377833963377
480,4014.8377833963377
481,4014.8377833963377
482,4003.3323182089125
483,4010.3890445666884
484,4003.3323182089125
485,4014.8377833963377
486,4010.3890445666884
487,4003.3323182089125
488,4003.3323182089125
489,4010.3890445666884
490,4014.8377833963377
491,4021.894509754113
492,4014.8377833963377
493,4014.8377833963377
494,4003.3323182089125
495,4014.8377833963377
496,4003.3323182089125
497,4014.8377833963377
498,4010.3890445666884
499,4014.8377833963377
500,4021.894509754113
501,4014.8377833963377
502,4014.8377833963377
503,4014.8377833963377
504,4014.8377833963377
505,4014.8377833963377
506,4003.3323182089125
507,4010.3890445666884
508,4003.3323182089125
509,4014.8377833963377
510,4003.3323182089125
511,4014.8377833963377
512,4010.3890445666884
513,4014.8377833963377
514,4021.894509754113
515,4014.8377833963377
516,4021.894509754113
517,4014.8377833963377
518,4014.8377833963377
519,4010.3890445666884
520,4003.3323182089125
521,4014.8377833963377
522,4010.3890445666884
523,4021.894509754113
524,4003.3323182089125
525,4008.329721694453
526,4014.8377833963377
527,4003.3323182089125
528,4021.894509754113
529,4014.8377833963377
530,4014.8377833963377
531,4014.8377833963377
532,4008.329721694453
533,4003.3323182089125
534,4021.894509754113
535,4014.8377833963377
536,4014.8377833963377
537,4021.894509754113
538,4014.8377833963377
539,4003.3323182089125
540,4010.3890445666884
541,4010.3890445666884
542,4021.894509754113
543,4010.3890445666884
544,4010.3890445666884
545,4014.8377833963377
546,4003.3323182089125
547,4014.8377833963377
548,4010.3890445666884
549,4021.894509754113
550,4014.8377833963377
551,4014.8377833963377
552,4021.894509754113
553,4014.8377833963377
554,4014.8377833963377
555,4014.8377833963377
556,4014.8377833963377
557,4021.894509754113
558,4021.894509754113
559,4021.894509754113
560,4014.8377833963377
561,4010.3890445666884
562,4014.8377833963377
563,4014.8377833963377
564,4021.894509754113
565,4003.3323182089125
566,4014.8377833963377
567,4014.8377833963377
568,4021.894509754113
569,4014.8377833963377
570,4014.8377833963377
571,4003.3323182089125
572,4003.3323182089125
573,4014.8377833963377
574,4014.8377833963377
575,4014.8377833963377
576,4003.3323182089125
577,4014.8377833963377
578,4003.3323182089125
579,4003.3323182089125
580,4014.8377833963377
581,4021.894509754113
582,4014.8377833963377
583,4003.3323182089125
584,4003.3323182089125
585,4003.3323182089125
586,4014.8377833963377
587,4010.3890445666884
588,4021.894509754113
589,4003.3323182089125
590,4014.8377833963377
591,4014.8377833963377
592,4008.329721694453
593,4014.8377833963377
594,4014.8377833963377
595,4003.3323182089125
596,4014.8377833963377
597,4014.8377833963377
598,4014.8377833963377
599,4014.8377833963377
600,4003.3323182089125
601,4014.8377833963377
602,4003.3323182089125
603,4021.894509754113
604,4014.8377833963377
605,4014.8377833963377
606,4014.8377833963377
607,4014.8377833963377
608,4010.3890445666884
609,4014.8377833963377
610,4014.8377833963377
611,4021.894509754113
612,4003.3323182089125
613,4014.8377833963377
614,4014.8377833963377
615,4014.8377833963377
616,4021.894509754113
617,4010.3890445666884
618,4014.8377833963377
619,4021.894509754113
620,4014.8377833963377
621,4014.8377833963377
622,4003.3323182089125
623,4003.3323182089125
624,4010.3890445666884
625,4003.3323182089125
626,4014.8377833963377
627,4014.8377833963377
628,4010.3890445666884
629,4014.8377833963377
630,4003.3323182089125
631,4021.894509754113
632,4014.8377833963377
633,4021.894509754113
634,4014.8377833963377
635,4003.3323182089125
636,4003.3323182089125
637,4010.3890445666884
638,4014.8377833963377
639,4014.8377833963377
640,4003.3323182089125
641,4014.8377833963377
642,4003.3323182089125
643,4003.3323182089125
644,4014.8377833963377
645,4003.3323182089125
646,4014.8377833963377
647,4021.894509754113
648,4021.894509754113
649,4021.894509754113
650,4014.8377833963377
651,4014.8377833963377
652,4014.8377833963377
653,4003.3323182089125
654,4021.894509754113
655,4010.3890445666884
656,4014.8377833963377
657,4010.3890445666884
658,4003.3323182089125
659,4014.8377833963377
660,4021.894509754113
661,4014.8377833963377
662,4003.3323182089125
663,4010.3890445666884
664,4014.8377833963377
665,4003.3323182089125
666,4014.8377833963377
667,4021.894509754113
668,4021.894509754113
669,4003.3323182089125
670,4003.3323182089125
671,4014.8377833963377
672,4003.3323182089125
673,4003.3323182089125
674,4003.3323182089125
675,4014.8377833963377
676,4014.8377833963377
677,4014.8377833963377
678,4021.894509754113
679,4003.3323182089125
680,4021.894509754113
681,4014.8377833963377
682,4014.8377833963377
683,4021.894509754113
684,4014.8377833963377
685,4003.3323182089125
686,4021.894509754113
687,4003.3323182089125
688,4014.8377833963377
689,4003.3323182089125
690,4014.8377833963377
691,4014.8377833963377
692,4014.8377833963377
693,4021.894509754113
694,4010.3890445666884
695,4021.894509754113
696,4003.3323182089125
697,4014.8377833963377
698,4014.8377833963377
699,4014.8377833963377
700,4021.894509754113
701,4014.8377833963377
702,4021.894509754113
703,4010.3890445666884
704,4014.8377833963377
705,4010.3890445666884
706,4003.3323182089125
707,4014.8377833963377
708,4014.8377833963377
709,4014.8377833963377
710,4003.3323182089125
711,4014.8377833963377
712,4014.8377833963377
713,4003.3323182089125
714,4003.3323182089125
715,4014.8377833963377
716,4003.3323182089125
717,4003.3323182089125
718,4014.8377833963377
719,4014.8377833963377
720,4021.894509754113
721,4003.3323182089125
722,4021.894509754113
723,4003.3323182089125
724,4014.8377833963377
725,4014.8377833963377
726,4014.8377833963377
727,4014.8377833963377
728,4014.8377833963377
729,4014.8377833963377
730,4014.8377833963377
731,4010.3890445666884
732,4021.894509754113
733,4014.8377833963377
734,4014.8377833963377
735,4021.894509754113
736,4014.8377833963377
737,4021.894509754113
738,4003.3323182089125
739,4021.894509754113
740,4014.8377833963377
741,4014.8377833963377
742,4014.8377833963377
743,4021.894509754113
744,4014.8377833963377
745,4014.8377833963377
746,4003.3323182089125
747,4003.3323182089125
748,4014.8377833963377
749,4014.8377833963377
750,4003.3323182089125
751,4003.3323182089125
752,4021.894509754113
753,4014.8377833963377
754,4021.894509754113
755,4021.894509754113
756,4014.8377833963377
757,4021.894509754113
758,4014.8377833963377
759,4003.3323182089125
760,4014.8377833963377
761,4014.8377833963377
762,4014.8377833963377
763,4021.894509754113
764,4014.8377833963377
765,4003.3323182089125
766,4014.8377833963377
767,4003.3323182089125
768,4021.894509754113
769,4003.3323182089125
770,4021.894509754113
771,4014.8377833963377
772,4010.3890445666884
773,4014.8377833963377
774,4021.894509754113
775,4003.3323182089125
776,4003.3323182089125
777,4003.3323182089125
778,4021.894509754113
779,4014.8377833963377
780,4014.8377833963377
781,4014.8377833963377
782,4014.8377833963377
783,4014.8377833963377
784,4014.8377833963377
785,4014.8377833963377
786,4010.3890445666884
787,4003.3323182089125
788,4014.8377833963377
789,4003.3323182089125
790,4014.8377833963377
791,4014.8377833963377
792,4014.8377833963377
793,4003.3323182089125
794,4021.894509754113
795,4014.8377833963377
796,4003.3323182089125
797,4003.3323182089125
798,4014.8377833963377
799,4014.8377833963377
800,4014.8377833963377
801,4014.8377833963377
802,4003.3323182089125
803,4021.894509754113
804,4003.3323182089125
805,4014.8377833963377
806,4021.894509754113
807,4021.894509754113
808,4021.894509754113
809,4021.894509754113
810,4021.894509754113
811,4021.894509754113
812,4010.3890445666884
813,4021.894509754113
814,4010.3890445666884
815,4021.894509754113
816,4014.8377833963377
817,4014.8377833963377
818,4014.8377833963377
819,4014.8377833963377
820,4014.8377833963377
821,4014.8377833963377
822,4014.8377833963377
823,4003.3323182089125
824,4010.3890445666884
825,4014.8377833963377
826,4003.3323182089125
827,4014.8377833963377
828,4021.894509754113
829,4014.8377833963377
830,4014.8377833963377
831,4003.3323182089125
832,4003.3323182089125
833,4021.894509754113
834,4014.8377833963377
835,4014.8377833963377
836,4003.3323182089125
837,4014.8377833963377
838,4021.894509754113
839,4014.8377833963377
840,4003.3323182089125
841,4021.894509754113
842,4014.8377833963377
843,4021.894509754113
844,4003.3323182089125
845,4003.3323182089125
846,4014.8377833963377
847,4003.3323182089125
848,4014.8377833963377
849,4014.8377833963377
850,4014.8377833963377
851,4014.8377833963377
852,4014.8377833963377
853,4010.3890445666884
854,4003.3323182089125
855,4014.8377833963377
856,4014.8377833963377
857,4014.8377833963377
858,4010.3890445666884
859,4014.8377833963377
860,4010.3890445666884
861,4014.8377833963377
862,4003.3323182089125
863,4014.8377833963377
864,4003.3323182089125
865,4014.8377833963377
866,4014.8377833963377
867,4014.8377833963377
868,4014.8377833963377
869,4014.8377833963377
870,4010.3890445666884
871,4010.3890445666884
872,4014.8377833963377
873,4010.3890445666884
874,4014.8377833963377
875,4003.3323182089125
876,4014.8377833963377
877,4021.894509754113
878,4021.894509754113
879,4014.8377833963377
880,4003.3323182089125
881,4014.8377833963377
882,4014.8377833963377
883,4014.8377833963377
884,4014.8377833963377
885,4014.8377833963377
886,4003.3323182089125
887,4010.3890445666884
888,4010.3890445666884
889,4021.894509754113
890,4014.8377833963377
891,4003.3323182089125
892,4014.8377833963377
893,4014.8377833963377
894,4014.8377833963377
895,4014.8377833963377
896,4014.8377833963377
897,4021.894509754113
898,4021.894509754113
899,4014.8377833963377
900,4014.8377833963377
901,4014.8377833963377
902,4014.8377833963377
903,4021.894509754113
904,4014.8377833963377
905,4014.8377833963377
906,4014.8377833963377
907,4003.3323182089125
908,4021.894509754113
909,4014.8377833963377
910,4014.8377833963377
911,4014.8377833963377
912,4010.3890445666884
913,4021.894509754113
914,4021.894509754113
915,4014.8377833963377
916,4014.8377833963377
917,4021.894509754113
918,4014.8377833963377
919,4021.894509754113
920,4014.8377833963377
921,4003.3323182089125
922,4014.8377833963377
923,4003.3323182089125
924,4021.894509754113
925,4021.894509754113
926,4014.8377833963377
927,4003.3323182089125
928,4021.894509754113
929,4014.8377833963377
930,4014.8377833963377
931,4003.3323182089125
932,4014.8377833963377
933,4010.3890445666884
934,4014.8377833963377
935,4010.3890445666884
936,4003.3323182089125
937,4014.8377833963377
938,4003.3323182089125
939,4014.8377833963377
940,4014.8377833963377
941,4010.3890445666884
942,4014.8377833963377
943,4014.8377833963377
944,4014.8377833963377
945,4014.8377833963377
946,4014.8377833963377
947,4003.3323182089125
948,4003.3323182089125
949,4014.8377833963377
950,4014.8377833963377
951,4014.8377833963377
952,4014.8377833963377
953,4014.8377833963377
954,4014.8377833963377
955,4014.8377833963377
956,4014.8377833963377
957,4021.894509754113
958,4021.894509754113
959,4014.8377833963377
960,4014.8377833963377
961,4014.8377833963377
962,4003.3323182089125
963,4003.3323182089125
964,4003.3323182089125
965,4021.894509754113
966,4010.3890445666884
967,4010.3890445666884
968,4014.8377833963377
969,4010.3890445666884
970,4003.3323182089125
971,4014.8377833963377
972,4014.8377833963377
973,4014.8377833963377
974,4014.8377833963377
975,4014.8377833963377
976,4014.8377833963377
977,4010.3890445666884
978,4014.8377833963377
979,4014.8377833963377
980,4003.3323182089125
981,4021.894509754113
982,4003.3323182089125
983,4014.8377833963377
984,4014.8377833963377
985,4014.8377833963377
986,4003.3323182089125
987,4003.3323182089125
988,4021.894509754113
989,4014.8377833963377
990,4014.8377833963377
991,4014.8377833963377
992,4014.8377833963377
993,4003.3323182089125
994,4003.3323182089125
995,4010.3890445666884
996,4014.8377833963377
997,4021.894509754113
998,4014.8377833963377
999,4014.8377833963377
1000,4014.8377833963377
1001,4014.8377833963377
1002,4014.8377833963377
1003,4021.894509754113
1004,4003.3323182089125
1005,4014.8377833963377
1006,4014.8377833963377
1007,4014.8377833963377
1008,4014.8377833963377
1009,4003.3323182089125
1010,4021.894509754113
1011,4021.894509754113
1012,4014.8377833963377
1013,4021.894509754113
1014,4014.8377833963377
1015,4003.3323182089125
1016,4003.3323182089125
1017,4014.8377833963377
1018,4014.8377833963377
1019,4014.8377833963377
1020,4003.3323182089125
1021,4010.3890445666884
1022,4014.8377833963377
1023,4014.8377833963377
1024,4014.8377833963377
1025,4010.3890445666884
1026,4003.3323182089125
1027,4021.894509754113
1028,4021.894509754113
1029,4014.8377833963377
1030,4003.3323182089125
1031,4021.894509754113
1032,4014.8377833963377
1033,4021.894509754113
1034,4015.386448052229
1035,4014.8377833963377
1036,4021.894509754113
1037,4003.3323182089125
1038,4014.8377833963377
1039,4003.3323182089125
1040,4003.3323182089125
1041,4014.8377833963377
1042,4003.3323182089125
1043,4014.8377833963377
1044,4014.8377833963377
1045,4021.894509754113
1046,4010.3890445666884
1047,4003.3323182089125
1048,4014.8377833963377
1049,4014.8377833963377
1050,4014.8377833963377
1051,4014.8377833963377
1052,4021.894509754113
1053,4014.8377833963377
1054,4021.894509754113
1055,4021.894509754113
1056,4021.894509754113
1057,4021.894509754113
1058,4021.894509754113
1059,4010.3890445666884
1060,4014.8377833963377
1061,4021.894509754113
1062,4014.8377833963377
1063,4014.8377833963377
1064,4014.8377833963377
1065,4014.8377833963377
1066,4021.894509754113
1067,4014.8377833963377
1068,4014.8377833963377
1069,4010.3890445666884
1070,4021.894509754113
1071,4021.894509754113
1072,4014.8377833963377
1073,4014.8377833963377
1074,4021.894509754113
1075,4014.8377833963377
1076,4021.894509754113
1077,4014.8377833963377
1078,4014.8377833963377
1079,4014.8377833963377
1080,4003.3323182089125
1081,4021.894509754113
1082,4003.3323182089125
1083,4003.3323182089125
1084,4003.3323182089125
1085,4014.8377833963377
1086,4014.8377833963377
1087,4014.8377833963377
1088,4014.8377833963377
1089,4003.3323182089125
1090,4010.3890445666884
1091,4014.8377833963377
1092,4014.8377833963377
1093,4003.3323182089125
1094,4010.3890445666884
1095,4014.8377833963377
1096,4014.8377833963377
1097,4003.3323182089125
1098,4010.3890445666884
1099,4014.8377833963377
1100,4014.8377833963377
1101,4021.894509754113
1102,4014.8377833963377
1103,4014.8377833963377
1104,4014.8377833963377
1105,4003.3323182089125
1106,4003.3323182089125
1107,4014.8377833963377
1108,4003.3323182089125
1109,4021.894509754113
1110,4014.8377833963377
1111,4021.894509754113
1112,4014.8377833963377
1113,4014.8377833963377
1114,4014.8377833963377
1115,4021.894509754113
1116,4021.894509754113
1117,4014.8377833963377
1118,4014.8377833963377
1119,4014.8377833963377
1120,4003.3323182089125
1121,4014.8377833963377
1122,4014.8377833963377
1123,4014.8377833963377
1124,4014.8377833963377
1125,4014.8377833963377
1126,4003.3323182089125
1127,4014.8377833963377
1128,4003.3323182089125
1129,4014.8377833963377
1130,4014.8377833963377
1131,4014.8377833963377
1132,4014.8377833963377
1133,4014.8377833963377
1134,4014.8377833963377
1135,4003.3323182089125
1136,4014.8377833963377
1137,4014.8377833963377
1138,4014.8377833963377
1139,4014.8377833963377
1140,4003.3323182089125
1141,4014.8377833963377
1142,4014.8377833963377
1143,4014.8377833963377
1144,4003.3323182089125
1145,4014.8377833963377
1146,4014.8377833963377
1147,4014.8377833963377
1148,4014.8377833963377
1149,4021.894509754113
1150,4014.8377833963377
1151,4014.8377833963377
1152,4003.3323182089125
1153,4010.3890445666884
1154,4010.3890445666884
1155,4014.8377833963377
1156,4014.8377833963377
1157,4021.894509754113
1158,4014.8377833963377
1159,4014.8377833963377
1160,4014.8377833963377
1161,4021.894509754113
1162,4003.3323182089125
1163,4003.3323182089125
1164,4021.894509754113
1165,4021.894509754113
1166,4003.3323182089125
1167,4014.8377833963377
1168,4014.8377833963377
1169,4014.8377833963377
1170,4014.8377833963377
1171,4003.3323182089125
1172,4003.3323182089125
1173,4014.8377833963377
1174,4010.3890445666884
1175,4003.3323182089125
1176,4003.3323182089125
1177,4014.8377833963377
1178,4014.8377833963377
1179,4014.8377833963377
1180,4014.8377833963377
1181,4010.3890445666884
1182,4021.894509754113
1183,4003.3323182089125
1184,4014.8377833963377
1185,4014.8377833963377
1186,4014.8377833963377
1187,4010.3890445666884
1188,4014.8377833963377
1189,4021.894509754113
1190,4014.8377833963377
1191,4010.3890445666884
1192,4014.8377833963377
1193,4014.8377833963377
1194,4014.8377833963377
1195,4010.3890445666884
1196,4014.8377833963377
1197,4021.894509754113
1198,4010.3890445666884
1199,4003.3323182089125
1200,4014.8377833963377
1201,4003.3323182089125
1202,4014.8377833963377
1203,4014.8377833963377
1204,4003.3323182089125
1205,4010.3890445666884
1206,4014.8377833963377
1207,4014.8377833963377
1208,4003.3323182089125
1209,4014.8377833963377
1210,4021.894509754113
1211,4014.8377833963377
1212,4021.894509754113
1213,4014.8377833963377
1214,4014.8377833963377
1215,4010.3890445666884
1216,4003.3323182089125
1217,4014.8377833963377
1218,4003.3323182089125
1219,4003.3323182089125
1220,4003.3323182089125
1221,4014.8377833963377
1222,4010.3890445666884
1223,4014.8377833963377
1224,4021.894509754113
1225,4014.8377833963377
1226,4021.894509754113
1227,4003.3323182089125
1228,4003.3323182089125
1229,4014.8377833963377
1230,4014.8377833963377
1231,4010.3890445666884
1232,4003.3323182089125
1233,4021.894509754113
1234,4021.894509754113
1235,4014.8377833963377
1236,4003.3323182089125
1237,4014.8377833963377
1238,4014.8377833963377
1239,4021.894509754113
1240,4003.3323182089125
1241,4014.8377833963377
1242,4003.3323182089125
1243,4003.3323182089125
1244,4010.3890445666884
1245,4010.3890445666884
1246,4003.3323182089125
1247,4003.3323182089125
1248,4014.8377833963377
1249,4014.8377833963377
1250,4021.894509754113
1251,4003.3323182089125
1252,4014.8377833963377
1253,4010.3890445666884
1254,4014.8377833963377
1255,4014.8377833963377
1256,4003.3323182089125
1257,4003.3323182089125
1258,4014.8377833963377
1259,4010.3890445666884
1260,4014.8377833963377
1261,4021.894509754113
1262,4014.8377833963377
1263,4014.8377833963377
1264,4014.8377833963377
1265,4003.3323182089125
1266,4010.3890445666884
